NAME_O,ORIGX,ORIGY,NAME_D,DSTNX,DSTNY
"41 Kabihasnan, BH, QC",14.68866,121.08976,UP Diliman,14.65463,121.0584
"42 Carter St. BH, QC",14.69342,121.09056,Cubao,14.62007,121.05947
"42 Carter St. FP4 BH, QC",14.69342,121.09056,Litex Market,14.68472,121.09774
"42 Kalinisan St. BH, QC",14.68646,121.09209,Techno hub,14.682,121.08509
"42 Lunduyan Talanay St. BH, QC",14.68269,121.1005,St. Peter Church,14.68057,121.09355
"42B Carter St., Freedom Park 4, BH, QC",14.69342,121.09056,Litex Market,14.68472,121.09774
"43 Carter St. FP4 BH, QC",14.69342,121.09056,Fort Bonifacio,14.5296,121.0239
"43 Sampaloc St. BH, QC",14.68497,121.093,Talanay Palengke,14.68843,121.07453
43B Sampaloc St. BH QC,14.68497,121.093,Tandang Sora,14.68025,121.04065
"43B Sampaloc St. BH, QC",14.68497,121.093,Marikina,14.64907,121.104973
"43B Sampaloc St. BH, QC",14.68497,121.093,"Palengke, Kagawad Road",14.68205,121.09848
"44 Legislative St., BH, QC",14.6876,121.09696,Veterans Hospital,14.65638889,121.0402778
"45 Everlasting St., BH, QC",14.70074,121.09314,"V-Luna, behind LTO",14.67861,121.11237
"45 Sinagtala St., BH, QC",14.68659,121.09552,Ever Gotesco,14.68472,121.09774
"45 Sinagtala St., BH, QC",14.68659,121.09552,"Jollibee, Villongco Comm.",14.68843,121.07453
"45 Sinagtala St., BH, QC",14.68659,121.09552,"Talipapa, Kasayahan St.",14.68748,121.09312
"45B Kasayahan St., BH, QC",14.68748,121.09312,Ever Gotesco,14.68472,121.09774
"45B Kasayahan St., BH, QC",14.68748,121.09312,Sandigan,14.68472,121.09774
"46 Legislative St., BH, QC",14.6876,121.09696,Ortigas,14.58924,121.07101
"46B Kasayahan St., BH, QC",14.68748,121.09312,"Talipapa, Kasayahan St.",14.68748,121.09312
"47 De Gloria Ext., Taniman, BH, QC",14.68094,121.10044,"Talipapa, De Gloria St.",14.68094,121.10044
"47 Katangian St., BH, QC",14.67825,121.10591,"Araneta, Cubao",14.62007,121.05947
"49 Congressional St., BH, QC",14.68776,121.09701,Constitution Market,14.69064,121.09661
"4P Sampaloc St.BH, QC",14.68497,121.093,Sandiganbayan,14.68843,121.07453
"5 Eagle St., BH, QC",14.70784,121.10491,Constitution Market,14.69064,121.09661
"5 Latundan St., Talanay Area B, BH, QC",14.68269,121.1005,"Technohub, Philcoa",14.68843,121.07453
"50 Jonah St., Freedom Park 6, BH, QC",14.69342,121.09056,Commonwealth Market,14.682,121.08509
"51 Katuparan St., BH, QC",14.6968,121.09092,Commonwealth Market,14.682,121.08509
"51 Lunduyan St. BH, QC",14.68391,121.10914,St. Peter Church,14.68057,121.09355
"54 Clinton St. FP4 BH, QC",14.69342,121.09056,St. Peter,14.63805,120.99868
"54 Fancy St., Kagawad Road, BH, QC",14.68205,121.09848,Batoda Terminal,14.68472,121.09774
"54 Masaya St., Freedom Park 2, BH, QC",14.69342,121.09056,Kristong Hari Parish,14.6251,121.03335
"55 Kaunlaran Ext. BH, QC",14.68856,121.09167,Morayta Nicanor Reyes St.,14.60422,120.98776
"55 Lunduyan Ext. BH, QC",14.68391,121.10914,Lunduyan Talanay Talipapa,14.6872,121.0248
"55 Lunduyan St., BH, QC",14.68391,121.10914,Concentrix UP Technohub Bldg.,14.6562925,121.0545006
"55 Lundyan Talanay Area A BH, QC",14.68269,121.1005,San Antonio De Padua Church,14.68768,121.02284
"58 Kalinisan St. BH, QC",14.68646,121.09209,Sandigan Market,14.68472,121.09774
"6 Consitution Hills, BH, QC",14.68472,121.09774,Litex Market,14.68472,121.09774
"66 De Gloria Ext. Taniman BH, QC",14.68094,121.10044,Pablo Compound Diliman,14.65463,121.0584
"66B Sitio 3, Congressional Rd., BH, QC",14.6876,121.09696,PCCAES,14.68472,121.09774
"67 Kalinisan St. BH, QC",14.68646,121.09209,Shopwise - Ever,14.70601,121.08698
"68 Alley 6, BH, QC",14.66384,121.04166,"Talipapa, Kalayaan B",14.69186,121.08823
"6B Sampaloc St. BH, QC",14.68283,121.10916,Manggahan,14.682,121.08509
"7 Kalusugan St. BH, QC",14.68646,121.08948,"Talipapa, Kalusugan",14.68964,121.02275
"7 Katangian St, BH, QC",14.68646,121.09209,"Bonifacio, Makati",14.57391,121.02519
"7 Señorita St. Talanay A, BH, QC",14.68269,121.1005,Loyola Heights Esteban Abada,14.64111,121.0744
"70 Fortune St. FP4 BH, QC",14.69342,121.09056,Ever Commonwealth,14.68472,121.09774
"70 Katuparan St. BH, QC",14.6968,121.09092,Cubao,14.62007,121.05947
"71 De GLoria Ext. Taniman BH, QC",14.68094,121.10044,"Talipapa, Taniman",14.68474,121.02354
"71 De Gloria Ext., Taniman, BH, QC",14.68094,121.10044,Philcoa,14.68843,121.07453
"72 De Gloria Ext., Taniman, BH, QC",14.68094,121.10044,"Puregold, Don Antonio",14.67657,121.08694
"72 Ilang-ilang St., BH, QC",14.68479,121.08861,"Puregold, Banaba",14.27842,120.99526
"72 Kasayahan St., BH, QC",14.68748,121.09312,"Puregold, Banaba",14.27842,120.99526
"72 Kasayahan St., BH, QC",14.68748,121.09312,"Talipapa, Kasayahan St.",14.68748,121.09312
"78 De Gloria Ext., Taniman, BH, QC",14.68094,121.10044,"Freedom Park, Batasan",14.69342,121.09056
"7B Kagawad Rd. Sampaloc St. BH, QC",14.67935,121.10507,Shopwise Commonwealth,14.70601,121.08698
"7B Sampaloc St. BH, QC",14.67935,121.10507,Pasig,14.55982,121.080643
"7B Sampaloc St. BH, QC",14.67935,121.10507,"Talanay, Palengke",14.68843,121.07453
"8 Latundan St., Talanay Area B, BH, QC",14.68269,121.1005,"Shopwise, Don Antonio",14.70601,121.08698
"80-B Carter St., Freedom Park 4, BH, QC",14.69342,121.09056,Constitution Market,14.69064,121.09661
"81 Carter St., Freedom Park 4, BH, QC",14.69342,121.09056,Kristong Hari Parish,14.6251,121.03335
"81 De Gloria Ext., Taniman, BH, QC",14.68094,121.10044,SM Fairview,14.70326,121.07073
"84 De Gloria St., BH, QC",14.68094,121.10044,"Saret, Talipapa",14.67722222,121.0144444
"86 Lunduyan ext. BH, QC",14.68464,121.10523,Christ the King Church,14.68472,121.09774
"88 De Gloria Ext., Taniman, BH, QC",14.68094,121.10044,Ever Gotesco,14.68472,121.09774
"88 De Gloria St. Ext., Taniman, BH, QC",14.68094,121.10044,QC City Hall,14.68843,121.07453
"90 Lunduyan Extension BH, QC",14.68464,121.10523,East Avenue Hospital,14.64078,121.0468
"93 Kalinisan St. FP2 BH, QC",14.68646,121.09209,Fairview,14.70326,121.07073
"93 Senatorial Rd., BH, QC",14.68511,121.09773,Constitution Market,14.69064,121.09661
"94 Senatorial Rd., BH, QC",14.68511,121.09773,Constitution Market,14.69064,121.09661
"96A Dama de Noche St., Freedom Park 4, BH, QC",14.69342,121.09056,Ever Gotesco,14.68472,121.09774
"98 Congressional Rd., BH, QC",14.68776,121.09701,"EDSA, Cubao",14.62007,121.05947
"98 Kalusugan St., BH, QC",14.68646,121.08948,"Aurora Tower, Aurora Blvd",14.62047,121.04762
"98 Senatorial Rd., BH, QC",14.68511,121.09773,Ever Gotesco,14.68472,121.09774
"A3-96 De Gloria Ext. Taniman BH, QC",14.68094,121.10044,"Talipapa, Taniman",14.68474,121.02354
"Avocado St. De Gloria Ext. Taniman BH, QC",14.68094,121.10044,Quezon Ave.,14.63541,121.02356
"B1 L25 Kalusugan St. BH, QC",14.68646,121.08948,Ever Commonwealth,14.68472,121.09774
"B1 L26 Kalusugan St. BH, QC",14.68646,121.08948,"Talipapa, Kalusugan",14.68964,121.02275
"B4 L2 Kagandahan St. BH, QC",14.68727,121.0907,Commonwealth Market,14.682,121.08509
"B6 L5 Soldiers Home, BH, QC",14.68435,121.09098,Brgy. Batasan,14.68472,121.09774
"B6 L7 Soldiers Home BH, QC",14.68435,121.09098,Consti Market,14.69064,121.09661
"B7 L4 Soldiers home, BH, QC",14.68435,121.09098,Ortigas Edsa,14.59448,121.05679
"B8 Lot 4 Dama de Noche, Freedom Park 3, BH, QC",14.69342,121.09056,Litex Market,14.68472,121.09774
"Bills St. BH, QC",14.68506,121.0986,Puregold,14.69069,121.09667
"Blk 11 Lot 23 Lunduyan St. BH, QC",14.68436,121.10922,Commonwealth Market,14.682,121.08509
"Blk 15 Lot 21 Lunduyan St. BH, QC",14.68232,121.10949,Civil Service Commission Office,14.66377,121.00049
"Blk 6 Lot 9 Lunduyan St. BH, QC",14.68283,121.10916,Maclang Bautista General Hospital,14.71579,121.03587
Blk 7 Lot 6 Lunduyan St. BH QC,14.68283,121.10916,SM San Mateo,14.69069,121.09667
"Blk 8 Lot 4 Dama De Noche St. FP3 BH, QC",14.68506,121.0986,Sandigan,14.68472,121.09774
"Blk. 1 Lot 7 Kasayahan St. BH, QC",14.68748,121.09312,San Diego Elementary School,14.68633889,121.0948111
"Blk. 15 Lot 7 Lunduyan St. BH, QC",14.67935,121.10507,Ever Gotesco Commonwealth,14.70601,121.08698
"Blk. 6 Lot 10 Orchids St. FP3 BH, QC",14.69342,121.09056,Ever,14.70601,121.08698
"Blk6 Lot10 Orchids St., Freedom Park 3, BH, QC",14.69342,121.09056,Litex Market,14.68472,121.09774
"Congressional Rd., BH, QC",14.68776,121.09701,Commonwealth Market,14.682,121.08509
"Constitution Hills, BH, QC",14.6956,121.09509,Litex Market,14.68472,121.09774
"De Gloria Area B Talanay BH, QC",14.68094,121.10044,Don Antonio Puregold,14.67657,121.08694
"De Gloria Ext. Area B BH, QC",14.68094,121.10044,Consti Market,14.69064,121.09661
"De Gloria Ext. Area B Talanay BH, QC",14.68094,121.10044,Area B Market,14.68472,121.09774
"De Gloria Ext. BH, QC",14.68094,121.10044,SM San Mateo,14.69069,121.09667
"De Gloria Ext. BH, QC",14.68094,121.10044,Visaya's Ave,14.66471,121.04362
"De gloria ext. Talanay Area B BH, QC",14.68094,121.10044,Area B Market,14.68472,121.09774
"De gloria ext. Talanay Area B, BH, QC",14.68094,121.10044,Puregold Banaba,14.69069,121.09667
"De Gloria Ext. Talanay BH, QC",14.68094,121.10044,Area B Market,14.68472,121.09774
"De Gloria Ext. Talanay BH, QC",14.68094,121.10044,Area B Market,14.68472,121.09774
"De Gloria Ext. Talanay, BH, QC",14.68094,121.10044,Area B Market,14.68472,121.09774
"De Gloria Ext., BH, QC",14.68094,121.10044,"Puregold, San Mateo Rd.",14.69069,121.09667
"De Gloria Ext., Talanay B, BH, QC",14.68094,121.10044,Constitution Market,14.69064,121.09661
"De Gloria Ext., Talanay, BH, QC",14.68094,121.10044,Area B Market,14.68472,121.09774
"De Gloria St., Talanay Area B, BH, QC",14.68094,121.10044,Commonwealth Market,14.682,121.08509
"De Gloria Talanay Area B BH, QC",14.68094,121.10044,SM San Mateo,14.69069,121.09667
"Hill St., BH, QC",14.68057,121.09355,SM San Mateo,14.69069,121.09667
"III Santol St. De Gloria Taniman BH, QC",14.68094,121.10044,Techno hub,14.682,121.08509
"Ilang-ilang St., BH, QC",14.68479,121.08861,Ever Gotesco,14.68472,121.09774
"Ilang-ilang St., BH, QC",14.68479,121.08861,"Talipapa, Ilang-ilang St.",14.68479,121.08861
"Ilang-ilang St., BH, QC",14.68479,121.08861,"Talipapa, Ilang-ilang St.",14.68479,121.08861
"Ilang-ilang St., BH, QC",14.68479,121.08861,"Talipapa, Ilang-ilang St.",14.68479,121.08861
"Jonah St., Freedom Park, BH, QC",14.69342,121.09056,Constitution Market,14.69064,121.09661
"Kalinisan St., BH, QC",14.68646,121.09209,"Malibay, Pasay City",14.54361,120.99445
"Kapatiran St., BH, QC",14.68646,121.09209,Tandang Sora,14.68025,121.04065
"Katangian St., BH, QC",14.68646,121.09209,"Avon, Commonwealth Av",14.70642,121.06739
"Katangian St., BH, QC",14.68646,121.09209,"Forbes Park, Makati",14.54625,121.03786
"Katangian St., BH, QC",14.68646,121.09209,"Quiapo, Manila",14.5983,120.98808
"Langka St. Taniman, BH, QC",14.68305,121.10887,Consti Market,14.69064,121.09661
"Langka St. Taniman, BH, QC",14.68305,121.10887,Ever Gotesco,14.68472,121.09774
"Latundan St., BH, QC",14.68269,121.1005,"Banaba St., Batasan Hills",14.68472,121.09774
"Latundan St., Talanay B, BH, QC",14.68269,121.1005,"Talipapa, Kagawad Rd.",14.68412,121.09926
"Lot 15 Blk 33 Kabihasnan St. BH, QC",14.68161,121.10447,"Talipapa, Kalusugan",14.68964,121.02275
"Lot 6 Blk 7 Lunduyan St. BH, QC",14.68283,121.10916,Ever Gotesco,14.68472,121.09774
"Lunduyan ext. BH, QC",14.68057,121.09355,Commonwealth Market,14.682,121.08509
"Lunduyan ext. BH, QC",14.68057,121.09355,Don Antonio,14.67657,121.08694
"Lunduyan ext. BH, QC",14.68057,121.09355,"Meralco, Commonwealth Ave",14.70601,121.08698
"Lunduyan ext. BH, QC",14.68057,121.09355,Philcoa,14.68843,121.07453
"Lunduyan ext. BH, QC",14.68057,121.09355,Shaw Blvd.,14.59157,121.03131
"Lunduyan ext. BH, QC",14.68057,121.09355,Sta. Mesa Manila,14.59998,121.01637
"Lunduyan ext. BH, QC",14.68057,121.09355,Techno hub,14.682,121.08509
"Lunduyan Ext., BH, QC",14.68057,121.09355,Tandang Sora Site,14.68025,121.04065
"Lunduyan St, BH, QC",14.68057,121.09355,Commonwealth Market,14.682,121.08509
"Lunduyan St. BH, QC",14.68057,121.093552,BHNHS,14.68472,121.09774
"Lunduyan St. BH, QC",14.68057,121.093552,Commonwealth INC,14.67388778,121.0795947
"Lunduyan St. BH, QC",14.68057,121.093552,Commonwealth Market,14.682,121.08509
"Lunduyan St. BH, QC",14.68057,121.093552,Commonwealth Market,14.682,121.08509
"Lunduyan St. BH, QC",14.68057,121.093552,Commonwealth Market,14.682,121.08509
"Lunduyan St. BH, QC",14.68057,121.093552,Cubao Edsa,14.62007,121.05947
"Lunduyan St. BH, QC",14.68057,121.093552,Meralco Commonwealth,14.70601,121.08698
"Lunduyan St. BH, QC",14.68057,121.093552,PLDT Commonwealth Ave.,14.67622222,121.0815389
"Lunduyan St. BH, QC",14.68057,121.093552,Sandiganbayan,14.68843,121.07453
"Lunduyan St. BH, QC",14.68057,121.093552,SM San Mateo,14.69069,121.09667
"Lunduyan St. BH, QC",14.68057,121.093552,SM San Mateo,14.69069,121.09667
"Lunduyan St. BH, QC",14.68057,121.093552,Tandang Sora,14.68025,121.04065
"Lunduyan St., BH, QC",14.68057,121.093552,Cubao,14.62007,121.05947
"Lunduyan St., BH, QC",14.68057,121.093552,"Don Antonio, BH, QC",14.67164611,121.0755267
"Lunduyan St., BH, QC",14.68057,121.093552,Filinvest 2,14.68464,121.10523
"Lunduyan St., BH, QC",14.68057,121.093552,"Puregold Jr., San Mateo Rd,",14.69069,121.09667
"Lunduyan St., BH, QC",14.68057,121.093552,"Puregold Jr., San Mateo Rd.",14.69069,121.09667
"Lunduyan St., BH, QC",14.68057,121.093552,"Talipapa, Saret St.",14.68682,121.09922
"Lunduyan St., BH, QC",14.68057,121.093552,UP Diliman,14.65463,121.0584
"Lunduyan Talanay BH, QC",14.68057,121.09355,Commonwealth Market,14.682,121.08509
"Lunduyan Talanay BH, QC",14.68057,121.09355,East Ave.,14.64078,121.0468
"Lunduyan, Talanay, BH, QC",14.68057,121.09355,"Concentrix, UP Diliman",14.6562925,121.0545006
"Lunduyan, Talanay, BH, QC",14.68057,121.09355,SM San Mateo,14.69069,121.09667
"Noah St., Taniman, BH, QC",14.68057,121.09355,Sto. Domingo,14.68648,121.08523
"Noah St., Taniman, De Gloria Ext., BH, QC",14.68057,121.09355,St. Peter Parish,14.68057,121.09355
"Robinsons Galleria, Ortigas",14.59106111,121.0598472,"Puregold, Commonwealth",14.69069,121.09667
"Saret St., BH, QC",14.68682,121.09922,Philcoa,14.68843,121.07453
"Senatorial Rd., BH, QC",14.68511,121.09773,Commonwealth Market,14.682,121.08509
"Senatorial Rd., BH, QC",14.68511,121.09773,Constitution Market,14.69064,121.09661
"Session Road, BH, QC",14.68511,121.09773,"Palengke, Saret",14.68682,121.09922
"Session Road, BH, QC",14.68511,121.09773,QC City Hall,14.68843,121.07453
"Sitio 3, Legislative St., BH, QC",14.6876,121.09696,"Sapang Palay, Bulacan",14.83502,121.02814
"Sitio 4, Presidential Rd., BH, QC",14.6909,121.09539,Balintawak,14.657027,121.030479
"Sitio Kaliwa Patibay St. BH, QC",14.68769,121.09644,Techno hub,14.682,121.08509
"Sitio Kaliwa Patibay, BH, QC",14.68769,121.09644,Fairview,14.70326,121.07073
"Sitio Kaliwa St. BH, QC",14.68769,121.09644,Ever Commonwealth,14.68472,121.09774
"Sitio Kaliwa St. Ptibay BH, QC",14.68769,121.09644,Ever Commonwealth,14.68472,121.09774
"Sitio Kaliwa, BH, QC",14.68769,121.09644,Techno hub,14.682,121.08509
"Sitio Paayong, De Gloria, Taniman, BH,QC",14.68094,121.10044,"Old Balara, Tandang Sora",14.66363,121.07353
Sitio Payong Batasan QC,14.68769,121.09644,Area B Market,14.68472,121.09774
"Sitio Payong BH, QC",14.68769,121.09644,Area B Market,14.68472,121.09774
"Sitio Payong BH, QC",14.68769,121.09644,Commonwealth INC,14.67388778,121.0795947
"Sitio Payong BH, QC",14.68769,121.09644,Commonwealth Market,14.682,121.08509
"Sitio Payong BH, QC",14.68769,121.09644,Consti Market,14.69064,121.09661
"Sitio Payong BH, QC",14.68769,121.09644,Ever Gotesco Commonwealth,14.70601,121.08698
"Sitio Payong BH, QC",14.68769,121.09644,Jollibee Commonwealth,14.70642,121.06739
"Sitio Payong BH, QC",14.68769,121.09644,Litex Market,14.68472,121.09774
"Sitio Payong BH, QC",14.68769,121.09644,Puregold Banaba,14.69069,121.09667
"Sitio Payong BH, QC",14.68769,121.09644,Techno hub,14.682,121.08509
"Sitio Payong De Gloria Ext. BH, QC",14.68094,121.10044,Consti Market,14.69064,121.09661
"Sitio Payong De Gloria Ext., BH, QC",14.68094,121.10044,Commonwealth Market,14.682,121.08509
"Sitio Payong Talanay BH, QC",14.68769,121.09644,Consti Market,14.69064,121.09661
"Sitio Payong Talanay BH, QC",14.68769,121.09644,Ortigas,14.58924,121.07101
"Sitio Payong Talanay BH, QC",14.68769,121.09644,Puregold Banaba,14.69069,121.09667
"Sitio Payong Talanay, BH, QC",14.68769,121.09644,Ortigas Ave.,14.59448,121.05679
"Sitio Payong Talanay, BH, QC",14.68769,121.09644,Philcoa,14.68843,121.07453
"Sitio Payong, BH, QC",14.68769,121.09644,Ever,14.70601,121.08698
"Sitio Payong, BH, QC",14.68769,121.09644,Ever Gotesco,14.68472,121.09774
"Sitio Payong, BH, QC",14.68769,121.09644,Litex Market,14.68472,121.09774
"Sitio Payong, BH, QC",14.68769,121.09644,"Puregold, Don Antonio branch",14.67657,121.08694
"Sitio Payong, BH, QC",14.68769,121.09644,"Sto. Domingo, Quezon Ave",14.63755,121.00563
"Sitio Payong, Talanay B, BH, QC",14.68769,121.09644,"Project 8, QC",14.67168,121.02503
"Sitio Payong, Talanay, BH, QC",14.68769,121.09644,Commonwealth Market,14.682,121.08509
"Sitio Payong, Talanay, BH, QC",14.68769,121.09644,SM North,14.657027,121.030479
"Sitio Payong, Talanay, BH, QC",14.68769,121.09644,SM North,14.657027,121.030479
"Sitio Payong, Talanay, BH, QC",14.68769,121.09644,SM San Mateo,14.69069,121.09667
"Sitio Payong, Talanay, BH, QC",14.68769,121.09644,UP Technohub,14.64874,121.05615
"Sitio, Payong BH, QC",14.68769,121.09644,SM North,14.657027,121.030479
"Soldier home BH, QC",14.68435,121.09098,Munoz,14.67620833,121.0438611
"Soldiers Home BH, QC",14.68435,121.09098,Consti Market,14.69064,121.09661
"Soldiers home, BH, QC",14.68435,121.09098,Consti Market,14.69064,121.09661
"Talanay Area B, Taniman, BH, QC",14.69186,121.08823,SM San Mateo,14.69069,121.09667
"Taniman, BH, QC",14.68474,121.02354,Puregold Banaba,14.69069,121.09667